CRN,Course #,Course Title,Units,type,Days,Time,Bldg/Rm,Start-End,Instructor
30430,SOC-015-02D,Sociological Research Methods,0,DISC,R,7:30-8:20pm,CLSSRM 282,28-AUG 12-DEC,"Moffat, Amy"
30431,SOC-015-03D,Sociological Research Methods,0,DISC,R,9:00-9:50pm,CLSSRM 262,28-AUG 12-DEC,"Moffat, Amy"
31025,SOC-020-01,Social ProblemsMust Also Register for a Corresponding Discussion,4,LECT,MW,6:00-7:15pm,SSB 130,28-AUG 12-DEC,"Olave, Barbara"
31026,SOC-020-02D,Social Problems,0,DISC,T,6:00-6:50pm,CLSSRM 129,28-AUG 12-DEC,"Shaw, Marcus"
31027,SOC-020-03D,Social Problems,0,DISC,R,6:00-6:50pm,CLSSRM 286,28-AUG 12-DEC,"Shaw, Marcus"
30505,SOC-100-01,Sociological Theory,4,SEM,TR,3:00-4:15pm,CLSSRM 267,28-AUG 12-DEC,"Flores, Edward"
35048,SOC-110-01,Soc Move/Protest & Collect Act,4,LECT,R,6:00-8:45pm,CLSSRM 114,28-AUG 12-DEC,"Almeida, Paul"
31028,SOC-115-01,Political Sociology,4,SEM,MW,7:30-8:45pm,CLSSRM 113,28-AUG 12-DEC,"Kohler, Kris"
31030,SOC-130-01,Social Stratification,4,LECT,MW,6:00-7:15pm,KOLLIG 217,28-AUG 12-DEC,"Lopez, Edwin"
31250,SOC-132-01,Sociology of Education,4,LECT,TR,10:30-11:45am,CLSSRM 113,28-AUG 12-DEC,"Hamilton, Laura"
35283,SOC-140-01,Organizational Behavior,4,LECT,TR,7:30-8:45pm,CLSSRM 113,28-AUG 12-DEC,"Kohler, Kris"
30432,SOC-160-01,Gender and Society,4,LECT,TR,4:30-5:45pm,CLSSRM 113,28-AUG 12-DEC,"Lopez, Edwin"
31251,SOC-180-01,Advanced Race & Ethnicity,4,SEM,F,12:00-2:45pm,CLSSRM 114,28-AUG 12-DEC,"Golash-Boza, Tanya"
35049,SOC-182-01,Topics in Immigration,4,SEM,MW,7:30-8:45pm,SSM 104,28-AUG 12-DEC,"Lopez, Edwin"
35281,SOC-185-01,Law and Society,4,LECT,TR,6:00-7:15pm,CLSSRM 113,28-AUG 12-DEC,"Kohler, Kris"
34919,SOC-200-01,Sociological Theory,4,SEM,M,4:00-6:45pm,SSM 150,28-AUG 12-DEC,"Almeida, Paul"
34920,SOC-201-01,Professionalization Seminar,2,SEM,M,2:30-3:45pm,SSM 150,28-AUG 12-DEC,"Valdez, Zulema"
35152,SOC-205-01,Writing and Publishing,4,SEM,W,1:30-4:20pm,SSM 100,28-AUG 12-DEC,"Golash-Boza, Tanya"
35199,SOC-211-01,Grad Stats 2,4,SEM,MW,10:00-11:30am,SSM 100,28-AUG 12-DEC,"Laster, Whitney"
35260,SOC-221-01,Social Movements,4,SEM,T,9:00-11:45am,CLSSRM 129,28-AUG 12-DEC,"Van Dyke, Nella"
30070,SPAN-001-01,Elementary Spanish I,4,LECT,MTWR,9:00-9:50am,SSM 102,28-AUG 12-DEC,"Torda, Elinor"
30379,SPAN-001-02,Elementary Spanish I,4,LECT,MTWR,5:00-5:50pm,SSM 102,28-AUG 12-DEC,"Kreide, Caroline"
30380,SPAN-001-03,Elementary Spanish I,4,LECT,MTWR,6:00-6:50pm,SSM 102,28-AUG 12-DEC,"Kreide, Caroline"
35365,SPAN-001-04,Elementary Spanish I,4,LECT,MTWR,8:00-8:50pm,SSM 102,28-AUG 12-DEC,"Valesi, Marco"
30071,SPAN-002-01,Elementary Spanish II,4,LECT,MTWR,10:00-10:50am,SSM 102,28-AUG 12-DEC,"Torda, Elinor"
30072,SPAN-003-01,Intermediate Spanish I,4,LECT,MTWR,2:00-2:50pm,SSM 102,28-AUG 12-DEC,"Valesi, Marco"
30381,SPAN-004-01,Intermediate Spanish II,4,LECT,MTWR,11:00-11:50am,SSM 102,28-AUG 12-DEC,"Bowser, Mabel"
30382,SPAN-010-01,Span for Heritage Speakers I,4,LECT,TR,9:00-10:15am,KOLLIG 296,28-AUG 12-DEC,"Pineda-Vargas, Yolanda"
31233,SPAN-011-01,Span for Heritage Speakers II,4,LECT,TR,10:30-11:45am,KOLLIG 296,28-AUG 12-DEC,"Pineda-Vargas, Yolanda"
31553,SPAN-050-01,Intro. to Hispanic Lit.Must Also Register for a Corresponding Discussion,4,LECT,F,12:30-3:15pm,SSB 150,28-AUG 12-DEC,"Lopez-Calvo, Ignacio"
31586,SPAN-050-02D,Intro. to Hispanic Lit.,0,DISC,F,11:30-12:20pm,SSB 150,28-AUG 12-DEC,"Lopez-Calvo, Ignacio"
31562,SPAN-060-01,Intro to Chicano/a CultureMust Also Register for a Corresponding Discussion,4,LECT,TR,10:30-11:45am,KOLLIG 217,28-AUG 12-DEC,"Ruiz, Iris"
31565,SPAN-060-02D,Intro to Chicano/a Culture,0,DISC,F,4:30-5:20pm,CLSSRM 282,28-AUG 12-DEC,"McMillon, Kim"
31568,SPAN-060-03D,Intro to Chicano/a Culture,0,DISC,F,10:30-11:20am,KOLLIG 396,28-AUG 12-DEC,"McMillon, Kim"
31546,SPAN-100-01,Engaging Texts,4,LECT,TR,9:00-10:15am,CLSSRM 127,28-AUG 12-DEC,"Hakala, Taryn"
30383,SPAN-103-01,Span Comp and Conv,4,LECT,TR,1:30-2:45pm,CLSSRM 279,28-AUG 12-DEC,"Torda, Elinor"
31234,SPAN-103-02,Span Comp and Conv,4,LECT,TR,3:00-4:15pm,CLSSRM 279,28-AUG 12-DEC,"Valesi, Marco"
30384,SPAN-105-01,Hispanic Cultures I,4,LECT,TR,1:30-2:45pm,KOLLIG 296,28-AUG 12-DEC,"Adan-Lifante, Virginia"
31552,SPAN-107-01,Span for Health Professionals,4,LECT,TR,12:00-1:15pm,KOLLIG 296,28-AUG 12-DEC,"Pineda-Vargas, Yolanda"
31555,SPAN-121-01,Spanish Golden Age,4,LECT,MW,4:30-5:45pm,CLSSRM 267,28-AUG 12-DEC,"Ricci, Cristian"
31556,SPAN-143-01,Latin Am Lit since Indep,4,LECT,F,3:30-6:15pm,CLSSRM 129,28-AUG 12-DEC,"Lopez-Calvo, Ignacio"
31551,SPAN-170-01,Spanish Linguistics,4,LECT,TR,3:00-4:15pm,KOLLIG 296,28-AUG 12-DEC,"Adan-Lifante, Virginia"
30593,USTU-010-02,Intro to Undergraduate Studies,1,LECT,M,12:30-1:20pm,CLSSRM 110,28-AUG 12-DEC,"Webb, Erin / Anaya, Dulcemaria"
30594,USTU-010-03,Intro to Undergraduate Studies,1,LECT,W,9:30-10:20am,CLSSRM 110,28-AUG 12-DEC,"Langdon, Emily / Martin, Laura"
30595,USTU-010-04,Intro to Undergraduate Studies,1,LECT,W,12:30-1:20pm,CLSSRM 110,28-AUG 12-DEC,"Reinhold, Joshua / Jenkins, Stacie"
31046,USTU-010-05,Intro to Undergraduate Studies,1,LECT,W,1:30-2:20pm,CLSSRM 110,28-AUG 12-DEC,"Barnes, James / Salinas, Angie"
32907,USTU-010-07,Intro to Undergraduate Studies,1,LECT,T,11:00-11:50am,TENAYA 170,28-AUG 12-DEC,"Lawrence, Jane / Dola, Manpreet"
32908,USTU-010-08,Intro to Undergraduate Studies,1,LECT,W,4:00-4:50pm,TENAYA 170,28-AUG 12-DEC,"Delgadillo, Alejandro / Campos, Rosa"
33833,USTU-010-10,Intro to Undergraduate Studies,1,LECT,R,4:00-4:50pm,TENAYA 170,28-AUG 12-DEC,"Bristow, Kevin / Juarez, Jason"
35374,WCH-296-01,Research MA Thesis,6,TUT,,TBD-TBD,KOLLIG 296,19-DEC 19-DEC,"Mostern, Ruth"
35379,WCH-296-02,Research MA Thesis,6,TUT,,TBD-TBD,KOLLIG 296,18-DEC 18-DEC,"Hull, Kathleen"
34629,WCH-298-186,Directed Group Study,4,INI,,TBD-TBD,KOLLIG 202,28-AUG 12-DEC,"Mostern, Ruth"
30084,WRI-001-01,Academic Writing,4,DISC,MW,8:00-9:50am,CLSSRM 205,28-AUG 12-DEC,"Miller, Susan"
30085,WRI-001-02,Academic Writing,4,DISC,MW,10:00-11:50am,CLSSRM 205,28-AUG 12-DEC,"Trook, Dawn"
30086,WRI-001-03,Academic Writing,4,DISC,MW,12:00-1:50pm,CLSSRM 205,28-AUG 12-DEC,"Trook, Dawn"
30087,WRI-001-04,Academic Writing,4,DISC,MW,2:00-3:50pm,CLSSRM 205,28-AUG 12-DEC,"McIntire, Tess"
30088,WRI-001-05,Academic Writing,4,DISC,MW,4:00-5:50pm,CLSSRM 205,28-AUG 12-DEC,"McIntire, Tess"
30089,WRI-001-06,Academic Writing,4,DISC,MW,6:00-7:50pm,CLSSRM 205,28-AUG 12-DEC,"Snyder, Matthew"
30090,WRI-001-07,Academic Writing,4,DISC,TR,7:30-9:20am,CLSSRM 205,28-AUG 12-DEC,"Miller, Susan"
30091,WRI-001-08,Academic Writing,4,DISC,TR,9:30-11:20am,CLSSRM 205,28-AUG 12-DEC,"Miller, Susan"
30092,WRI-001-09,Academic Writing,4,DISC,TR,1:30-3:20pm,CLSSRM 205,28-AUG 12-DEC,"Bowers, Brigitte"
30093,WRI-001-10,Academic Writing,4,DISC,TR,3:30-5:20pm,CLSSRM 205,28-AUG 12-DEC,"Franks, Stephanie"
30094,WRI-001-11,Academic Writing,4,DISC,TR,5:30-7:20pm,CLSSRM 205,28-AUG 12-DEC,"Koehler, Catherine"
30095,WRI-001-12,Academic Writing,4,DISC,TR,7:30-9:20pm,CLSSRM 205,28-AUG 12-DEC,"Franks, Stephanie"
30096,WRI-001-13,Academic Writing,4,DISC,MW,8:00-9:50am,CLSSRM 203,28-AUG 12-DEC,"Elkins, Michael"
30283,WRI-001-15,Academic Writing,4,DISC,MW,12:00-1:50pm,CLSSRM 203,28-AUG 12-DEC,"Koehler, Catherine"
30284,WRI-001-16,Academic Writing,4,DISC,MW,2:00-3:50pm,CLSSRM 203,28-AUG 12-DEC,"Elkins, Michael"
30286,WRI-001-18,Academic Writing,4,DISC,MW,6:00-7:50pm,CLSSRM 203,28-AUG 12-DEC,"Webb, Byron"
30287,WRI-001-19,Academic Writing,4,DISC,TR,7:30-9:20am,CLSSRM 203,28-AUG 12-DEC,"Chao, Yu-Han"
30289,WRI-001-21,Academic Writing,4,DISC,TR,1:30-3:20pm,CLSSRM 203,28-AUG 12-DEC,"Haner, John"
30290,WRI-001-22,Academic Writing,4,DISC,TR,3:30-5:20pm,CLSSRM 203,28-AUG 12-DEC,"Pravin, Vanesha"
30291,WRI-001-23,Academic Writing,4,DISC,TR,5:30-7:20pm,CLSSRM 203,28-AUG 12-DEC,"Pravin, Vanesha"
30293,WRI-001-25,Academic Writing,4,DISC,MW,10:00-11:50am,CLSSRM 261,28-AUG 12-DEC,"Bowers, Brigitte"
30294,WRI-001-26,Academic Writing,4,DISC,MW,12:00-1:50pm,CLSSRM 261,28-AUG 12-DEC,"Miller, Susan"
30295,WRI-001-27,Academic Writing,4,DISC,MW,2:00-3:50pm,CLSSRM 261,28-AUG 12-DEC,"Antoine, Rebecca"
30296,WRI-001-28,Academic Writing,4,DISC,MW,4:00-5:50pm,CLSSRM 261,28-AUG 12-DEC,"Snyder, Matthew"
30297,WRI-001-29,Academic Writing,4,DISC,MW,6:00-7:50pm,CLSSRM 261,28-AUG 12-DEC,"Antoine, Rebecca"
30298,WRI-001-30,Academic Writing,4,DISC,TR,7:30-9:20am,CLSSRM 261,28-AUG 12-DEC,"Ayik, Kara"
30299,WRI-001-31,Academic Writing,4,DISC,MW,4:00-5:50pm,CLSSRM 266,28-AUG 12-DEC,"Kitchen, Callie"
30300,WRI-001-32,Academic Writing,4,DISC,TR,1:30-3:20pm,CLSSRM 261,28-AUG 12-DEC,"Antoine, Rebecca"
31222,WRI-001-33,Academic Writing,4,DISC,TR,11:30-1:20pm,CLSSRM 201,28-AUG 12-DEC,"Varnot, Susan"
30636,WRI-001-34,Academic Writing,4,DISC,TR,9:30-11:20am,CLSSRM 207,28-AUG 12-DEC,"Ayik, Kara"
30664,WRI-001-35,Academic Writing,4,DISC,TR,9:30-11:20am,CLSSRM 261,28-AUG 12-DEC,"Varnot, Susan"
30665,WRI-001-36,Academic Writing,4,DISC,TR,1:30-3:20pm,CLSSRM 266,28-AUG 12-DEC,"Abuan, Mariana"
30690,WRI-001-37,Academic Writing,4,DISC,TR,1:30-3:20pm,CLSSRM 207,28-AUG 12-DEC,"Van Bebber, Kristine"
31032,WRI-001-38,Academic Writing,4,DISC,TR,3:30-5:20pm,CLSSRM 266,28-AUG 12-DEC,"Merrill, Derek"
31082,WRI-001-39,Academic Writing,4,DISC,MW,8:00-9:50am,CLSSRM 207,28-AUG 12-DEC,"Kitchen, Callie"
31289,WRI-001-40,Academic Writing,4,DISC,TR,11:30-1:20pm,CLSSRM 260,28-AUG 12-DEC,"Silbaugh, De Ette"
31294,WRI-001-41,Academic Writing,4,DISC,MW,8:30-10:20am,CLSSRM 270,28-AUG 12-DEC,"Garman, Robert"
31299,WRI-001-44,Academic Writing,4,DISC,TR,11:30-1:20pm,CLSSRM 266,28-AUG 12-DEC,"Van Bebber, Kristine"
31320,WRI-001-45,Academic Writing,4,DISC,TR,9:00-10:50am,TENAYA 170,28-AUG 12-DEC,"Van Bebber, Kristine"
33850,WRI-001-50,Academic Writing,4,DISC,TR,1:30-3:20pm,SSB 150,28-AUG 12-DEC,"Alonso, Marisol"
33846,WRI-001-51,Academic Writing,4,DISC,MW,12:00-1:50pm,SSB 150,28-AUG 12-DEC,"Morrice, Orisa"
33847,WRI-001-52,Academic Writing,4,DISC,MW,2:00-3:50pm,SSB 150,28-AUG 12-DEC,"Trook, Dawn"
30097,WRI-010-01,College Reading & Composition,4,SEM,MW,8:30-10:20am,CLSSRM 201,28-AUG 12-DEC,"Lee, Katherine"
30098,WRI-010-02,College Reading & Composition,4,SEM,MW,10:00-11:50am,CLSSRM 260,28-AUG 12-DEC,"Hundley, John"
30099,WRI-010-03,College Reading & Composition,4,SEM,MW,11:30-1:20pm,CLSSRM 201,28-AUG 12-DEC,"Rocha, Grace"
30100,WRI-010-04,College Reading & Composition,4,SEM,MW,2:00-3:50pm,TENAYA 170,28-AUG 12-DEC,"Hundley, John"
30101,WRI-010-05,College Reading & Composition,4,SEM,MW,4:00-5:50pm,CLSSRM 201,28-AUG 12-DEC,"Sena, Nuno"
30102,WRI-010-06,College Reading & Composition,4,SEM,MW,6:00-7:50pm,CLSSRM 201,28-AUG 12-DEC,"Morrice, Orisa"
30103,WRI-010-07,College Reading & Composition,4,SEM,TR,7:30-9:20am,CLSSRM 201,28-AUG 12-DEC,"Lee, Katherine"
30301,WRI-010-08,College Reading & Composition,4,SEM,TR,9:30-11:20am,CLSSRM 201,28-AUG 12-DEC,"Devrick, Heather"
30302,WRI-010-09,College Reading & Composition,4,SEM,TR,7:30-9:20am,CLSSRM 207,28-AUG 12-DEC,"Sandoval, Helen"
30303,WRI-010-10,College Reading & Composition,4,SEM,TR,3:30-5:20pm,CLSSRM 201,28-AUG 12-DEC,"Mele, Andrea"
30304,WRI-010-11,College Reading & Composition,4,SEM,TR,5:30-7:20pm,CLSSRM 201,28-AUG 12-DEC,"Moberly, Matthew"
30305,WRI-010-12,College Reading & Composition,4,SEM,TR,7:30-9:20pm,CLSSRM 201,28-AUG 12-DEC,"Moncovich, Anna"
30306,WRI-010-13,College Reading & Composition,4,SEM,MW,8:00-9:50am,CLSSRM 260,28-AUG 12-DEC,"Ramirez, Christopher"
30307,WRI-010-14,College Reading & Composition,4,SEM,MW,10:00-11:50am,TENAYA 170,28-AUG 12-DEC,"Murti-Hali, Dipali"
30308,WRI-010-15,College Reading & Composition,4,SEM,MW,12:00-1:50pm,CLSSRM 260,28-AUG 12-DEC,"Ramirez, Christopher"
30309,WRI-010-16,College Reading & Composition,4,SEM,MW,2:00-3:50pm,CLSSRM 260,28-AUG 12-DEC,"Krueger, Rex"
30310,WRI-010-17,College Reading & Composition,4,SEM,MW,4:00-5:50pm,CLSSRM 260,28-AUG 12-DEC,"Maharaj, Yogita"
30311,WRI-010-18,College Reading & Composition,4,SEM,MW,6:00-7:50pm,CLSSRM 260,28-AUG 12-DEC,"Moberly, Matthew"
30312,WRI-010-19,College Reading & Composition,4,SEM,TR,7:30-9:20am,CLSSRM 260,28-AUG 12-DEC,"VanWagenen, Baylynne"
30313,WRI-010-20,College Reading & Composition,4,SEM,TR,11:30-1:20pm,SSB 110,28-AUG 12-DEC,"Sandoval, Helen"
30314,WRI-010-21,College Reading & Composition,4,SEM,TR,1:30-3:20pm,CLSSRM 260,28-AUG 12-DEC,"Mele, Andrea"
30315,WRI-010-22,College Reading & Composition,4,SEM,TR,3:30-5:20pm,CLSSRM 260,28-AUG 12-DEC,"Seng, Vang"
31223,WRI-010-23,College Reading & Composition,4,SEM,MW,2:00-3:50pm,SSB 110,28-AUG 12-DEC,"Maharaj, Yogita"
31283,WRI-010-24,College Reading & Composition,4,SEM,TR,5:30-7:20pm,CLSSRM 266,28-AUG 12-DEC,"Moncovich, Anna"
31287,WRI-010-25,College Reading & Composition,4,SEM,TR,11:30-1:20pm,CLSSRM 261,28-AUG 12-DEC,"Devrick, Heather"
31310,WRI-010-26,College Reading & Composition,4,SEM,TR,5:30-7:20pm,CLSSRM 270,28-AUG 12-DEC,"Ruiz, Iris"
31323,WRI-010-27,College Reading & Composition,4,SEM,MW,6:00-7:50pm,SSB 110,28-AUG 12-DEC,"Moncovich, Anna"
31324,WRI-010-28,College Reading & Composition,4,SEM,TR,7:30-9:20am,CLSSRM 266,28-AUG 12-DEC,"Garman, Robert"
31325,WRI-010-29,College Reading & Composition,4,SEM,MW,6:00-7:50pm,CLSSRM 270,28-AUG 12-DEC,"Wilson, Jane"
31284,WRI-010-30,College Reading & Composition,4,SEM,MW,12:00-1:50pm,SSB 110,28-AUG 12-DEC,"Krueger, Rex"
33818,WRI-010-31,College Reading & Composition,4,SEM,TR,2:00-3:50pm,TENAYA 170,28-AUG 12-DEC,"Danielson, Doreen"
33819,WRI-010-32,College Reading & Composition,4,SEM,TR,3:30-5:20pm,SSB 110,28-AUG 12-DEC,"Haner, John"
35063,WRI-010-33,College Reading & Composition,4,SEM,TR,1:30-3:20pm,SSB 110,28-AUG 12-DEC,"Bultena, John"
35064,WRI-010-34,College Reading & Composition,4,SEM,TR,12:00-1:50pm,TENAYA 170,28-AUG 12-DEC,"Danielson, Doreen"
35065,WRI-010-35,College Reading & Composition,4,SEM,MW,8:00-9:50am,SSB 150,28-AUG 12-DEC,"Porter, Stan"
35066,WRI-010-36,College Reading & Composition,4,SEM,MW,10:00-11:50am,SSB 150,28-AUG 12-DEC,"Sandoval, Helen"
35067,WRI-010-37,College Reading & Composition,4,SEM,MW,8:00-9:50pm,SSB 110,28-AUG 12-DEC,"Finley, Cheryl"
35068,WRI-010-38,College Reading & Composition,4,SEM,TR,7:30-9:20am,SSB 150,28-AUG 12-DEC,"Lanser, Heather"
35069,WRI-010-39,College Reading & Composition,4,SEM,TR,9:30-11:20am,SSB 150,28-AUG 12-DEC,"Block, Alexandra"
35071,WRI-010-41,College Reading & Composition,4,SEM,TR,3:30-5:20pm,SSB 150,28-AUG 12-DEC,"Toconis, Michelle"
35072,WRI-010-42,College Reading & Composition,4,SEM,TR,5:30-7:20pm,SSB 150,28-AUG 12-DEC,"Abuan, Mariana"
35354,WRI-010-46,College Reading & Composition,4,SEM,MW,10:00-11:50am,CLSSRM 207,28-AUG 12-DEC,"Maharaj, Yogita"
35355,WRI-010-47,College Reading & Composition,4,SEM,TR,5:30-7:20pm,CLSSRM 207,28-AUG 12-DEC,"Mele, Andrea"
35356,WRI-010-48,College Reading & Composition,4,SEM,TR,11:30-1:20pm,SSB 150,28-AUG 12-DEC,"VanWagenen, Baylynne"
31224,WRI-011-01,Supplemental Instruction,1,LECT,T,10:30-11:20am,SSB 110,28-AUG 12-DEC,"Wrona, Robin"
31225,WRI-011-02,Supplemental Instruction,1,LECT,T,9:30-10:20am,SSB 110,28-AUG 12-DEC,"Wrona, Robin"
31226,WRI-011-03,Supplemental Instruction,1,LECT,R,9:30-10:20am,SSB 110,28-AUG 12-DEC,"Wrona, Robin"
31431,WRI-011-04,Supplemental Instruction,1,LECT,M,10:30-11:20am,CLSSRM 201,28-AUG 12-DEC,"Silbaugh, De Ette"
31432,WRI-011-05,Supplemental Instruction,1,LECT,W,10:30-11:20am,CLSSRM 201,28-AUG 12-DEC,"Silbaugh, De Ette"
31433,WRI-011-06,Supplemental Instruction,1,LECT,R,10:30-11:20am,SSB 110,28-AUG 12-DEC,"Silbaugh, De Ette"
35331,WRI-011-07,Supplemental Instruction,1,LECT,W,2:30-3:20pm,CLSSRM 274,28-AUG 12-DEC,"Alonso, Marisol"
35332,WRI-011-08,Supplemental Instruction,1,LECT,W,3:30-4:20pm,CLSSRM 274,28-AUG 12-DEC,"Alonso, Marisol"
35333,WRI-011-09,Supplemental Instruction,1,LECT,T,6:30-7:20pm,CLSSRM 274,28-AUG 12-DEC,"Alonso, Marisol"
30316,WRI-025-01,Intro to Creative Writing,4,LECT,TR,3:30-5:20pm,CLSSRM 261,28-AUG 12-DEC,"Bowers, Brigitte"
31288,WRI-025-02,Intro to Creative Writing,4,LECT,MW,10:00-11:50am,CLSSRM 266,28-AUG 12-DEC,"Habecker, Erik"
31611,WRI-030-02,Intro to Professional Writing,4,LECT,TR,9:30-11:20am,CLSSRM 260,28-AUG 12-DEC,"Haner, John"
31270,WRI-090-01,Intersections,4,LECT,TR,11:30-1:20pm,CLSSRM 205,28-AUG 12-DEC,"Gibbons, Paul"
35380,WRI-098-01,Lower Div Directed Group Study,1,INI,,TBD-TBD,SCIENG 107,28-AUG 12-DEC,"Hothem, Thomas"
30318,WRI-100-01,Advanced Writing,4,LECT,MW,2:00-3:50pm,CLSSRM 207,28-AUG 12-DEC,"Bohrer, Susan"
30319,WRI-100-02,Advanced Writing,4,LECT,MW,2:00-3:50pm,CLSSRM 270,28-AUG 12-DEC,"Webb, Byron"
35054,WRI-100-03,Advanced Writing,4,LECT,TR,5:30-7:20pm,SSB 110,28-AUG 12-DEC,"Webb, Byron"
30320,WRI-101-01,Writing Discipline: Psychology,4,LECT,MW,4:00-5:50pm,CLSSRM 207,28-AUG 12-DEC,"Merrill, Derek"
30321,WRI-101-02,Writing Discipline: Psychology,4,LECT,TR,1:30-3:20pm,CLSSRM 270,28-AUG 12-DEC,"Krueger, Rex"
30322,WRI-101-03,Writing Discipline: Psychology,4,LECT,TR,11:30-1:20pm,CLSSRM 207,28-AUG 12-DEC,"Chavez, Cindy"
31227,WRI-101-04,Writing Discipline: Psychology,4,LECT,TR,7:30-9:20pm,SSB 110,28-AUG 12-DEC,"Young, Frederick"
35055,WRI-101-05,Writing Discipline: Psychology,4,LECT,MW,8:00-9:50pm,SSB 150,28-AUG 12-DEC,"Koehler, Catherine"
35057,WRI-105-01,Grammar and Style,4,LECT,TR,7:30-9:20am,CLSSRM 270,28-AUG 12-DEC,"Devrick, Heather"
31601,WRI-110-01,Tutor Training,4,LECT,TR,1:30-3:20pm,CLSSRM 201,28-AUG 12-DEC,"Lee, Katherine"
35059,WRI-115-01,Topics in Science Writing,4,LECT,MW,8:00-9:50am,SSB 110,28-AUG 12-DEC,"Habecker, Erik"
30323,WRI-116-01,Science Writing in Natural Sci,4,LECT,MW,12:00-1:50pm,CLSSRM 266,28-AUG 12-DEC,"Samper, David"
30324,WRI-116-02,Science Writing in Natural Sci,4,LECT,MW,2:00-3:50pm,CLSSRM 266,28-AUG 12-DEC,"Merrill, Derek"
30325,WRI-116-03,Science Writing in Natural Sci,4,LECT,TR,3:30-5:20pm,CLSSRM 270,28-AUG 12-DEC,"Young, Frederick"
30326,WRI-116-04,Science Writing in Natural Sci,4,LECT,MW,6:00-7:50pm,CLSSRM 266,28-AUG 12-DEC,"Kahlert, Shirley"
30327,WRI-116-05,Science Writing in Natural Sci,4,LECT,MW,8:00-9:50am,CLSSRM 266,28-AUG 12-DEC,"Samper, David"
30328,WRI-116-06,Science Writing in Natural Sci,4,LECT,TR,9:30-11:20am,CLSSRM 266,28-AUG 12-DEC,"Samper, David"
31033,WRI-116-07,Science Writing in Natural Sci,4,LECT,TR,11:30-1:20pm,CLSSRM 203,28-AUG 12-DEC,"Young, Frederick"
31034,WRI-116-08,Science Writing in Natural Sci,4,LECT,MW,8:00-9:50pm,CLSSRM 201,28-AUG 12-DEC,"Kahlert, Shirley"
35060,WRI-117-01,Writing for Soc Sci and Human,4,LECT,TR,3:30-5:20pm,CLSSRM 207,28-AUG 12-DEC,"Silbaugh, De Ette"
35061,WRI-118-01,Management Communication,4,LECT,MW,1:30-3:20pm,CLSSRM 201,28-AUG 12-DEC,"Murti-Hali, Dipali"
30329,WRI-119-01,Writing for Engineering,4,SEM,MW,12:00-1:50pm,CLSSRM 270,28-AUG 12-DEC,"Sena, Nuno"
30647,WRI-119-02,Writing for Engineering,4,SEM,TR,9:30-11:20am,CLSSRM 270,28-AUG 12-DEC,"Sena, Nuno"
35062,WRI-119-03,Writing for Engineering,4,LECT,MW,8:00-9:50pm,CLSSRM 205,28-AUG 12-DEC,"Mumford, Jeremy"
31434,WRI-120-01,Rhetorical Theory,4,LECT,MW,10:00-11:50am,SSB 110,28-AUG 12-DEC,"Gibbons, Paul"
30330,WRI-125-01,Creative Writing: Poetry,4,LECT,MW,4:00-5:50pm,CLSSRM 270,28-AUG 12-DEC,"Varnot, Susan"
30331,WRI-131-01,Journal Production,2,SEM,TR,8:00-9:50pm,CLSSRM 274,28-AUG 12-DEC,"Ruiz, Iris"
31373,WRI-195-01,Upper Div Undergrad Research,4,INI,,TBD-TBD,CLSSRM 262,28-AUG 12-DEC,"Bohrer, Susan"
